subject_nr,condition,xprob__initial_precision,prior_posterior_weight,action_noise,xprob__volatility
9,4,1.1373085520153388,1.2734111584845675,1.448670533466006,-5.2687696938344715
9,5,1.0346233316822495,1.161167294952761,1.4494107821095668,-5.3225315634206805
9,6,0.77405248954933,1.7306446661892427,0.7880154054618383,-4.743621412677247
10,1,1.0992643310601418,1.232677329774583,1.2749866212230592,-3.7886067114735362
10,2,1.1427147652177134,0.7852955122102048,1.4803675242792835,-5.2719796080627415
10,3,0.8356528290203015,1.3862018395358335,0.9405128994395987,-5.146553696105302
10,4,1.5268090207671885,1.0344256137381307,0.37415730496846933,-5.661200936930221
10,5,1.7915532124570885,1.1603660117234107,0.3754498440592958,-5.5735067405333965
10,6,1.0441097296828652,0.8227813146866816,0.46210661992043434,-5.653267840674669
11,1,0.9686976665874969,0.31525197057050214,0.7395610579631937,-5.3117425151888575
11,2,1.7377677155635212,0.6667257434752973,0.26658169093177697,-4.993262771418
11,3,0.9448945994088305,1.6640114572017461,0.615842629655873,-5.388733161246952
11,4,1.4555300313290438,0.62763982397148,0.7222321744675325,-5.320014366603315
11,5,1.3491837590867946,1.0958586018239937,0.8397682168916525,-4.90447391064986
11,6,0.6648954581123897,1.594722390555427,0.6681171132148657,-5.200749786928595
12,1,1.050129468617997,0.29237574681020084,1.1855043291014962,-5.0667913279356105
12,2,0.9810470329418473,0.3746049948565837,0.9400266148945451,-5.336695527396949
12,3,1.0462546724697646,0.4902194319299139,1.2064903092970334,-5.302049660770855
12,4,1.1213645387079128,0.44646742354371205,1.2574697567871764,-5.264450810501501
12,5,1.1620475140566062,1.488411478928371,0.693635253553339,-4.644804572634819
12,6,1.1537949186560508,0.6569086178801664,0.8524951617632229,-5.261763513841423
13,1,1.0760378182253845,0.27813472111468146,1.0579143026682962,-5.190399096942243
13,2,1.15008557511478,0.3657985583525374,0.999856053395926,-5.162519106732143
13,3,1.0499615868151908,0.3423218668434011,0.9460612413570278,-5.276982775434096
13,4,1.0475428542545981,2.0805068203782806,0.4917312330891054,-5.3238920900751125
13,5,1.1080806707226856,1.0421012935743525,1.3301569648327893,-5.2248544837686435
13,6,1.0060796371977743,0.5852710608302291,1.1458258871546416,-5.232812941747912
14,1,1.1298333158856009,1.356504331588637,0.4742660222212538,-5.11279241016775
14,2,0.9550555470988129,2.1006986512171473,0.42595134798141665,-4.766027100137194
14,3,2.058756554920156,2.013257872799165,0.28205341499808556,-4.483755030558292
14,4,0.8878276172923101,0.7373309602943036,0.8488147112967073,-5.109178725973274
14,5,0.890788519956029,0.9901951727739544,0.17816700997437712,-5.144721868853292
14,6,0.8864844284750424,0.9911293891008006,0.19175161355287262,-5.171546590845724
15,1,1.2893478540276364,0.9562686889223522,0.6085453857542326,-5.082776504720438
15,2,1.137752802120107,1.3396218125206194,0.4639172818178606,-4.931670284786442
15,3,1.1785877166651741,1.5464597070950505,0.5063096101309554,-4.5115223908164666
15,4,1.353625346823511,0.7556673699473182,0.30888525514777676,-5.241339572457688
15,5,1.2994670221047375,1.0547175179868176,0.3928825953244385,-4.465913815317219
15,6,1.4195578020568056,1.08253911817786,0.31546145008600235,-4.886244738129008
16,1,1.17204291753306,1.5421686346366992,0.7474348981217842,-2.580661789751419
16,2,0.981524297333118,1.82987907271851,1.4388271838748412,-4.397703653155089
16,3,0.9169351408739894,1.6814827296966248,1.5172178447479356,-5.106939596955462
16,4,0.8965642791059838,0.4855425552081515,0.669773973817602,-5.171779973221909
16,5,0.49517159890667073,1.887237640954425,0.9194342527586178,-5.156519676355125
16,6,1.1130261910810195,1.7848781813515244,1.0537473727901339,-4.515279290735589
101,1,0.7163043222978205,0.5321421486939135,0.6819896637760143,-5.495610249602793
101,2,1.1015682419700479,0.12899090296010834,0.706244143626672,-5.133849409377911
101,3,1.07281306864226,0.18126822492647612,0.8987180194936637,-5.19594946399933
101,4,1.0480918007370836,0.8574726664234598,0.6597256040094954,-5.302534403891001
