parameter,mean,std,ess_bulk,ess_tail,rhat,rhat_warn,ess_bulk_warn,ess_tail_warn,ess_warn
"parameters[4, 140]",-5.20670766763771,1.0268678030534701,5440.895541995107,2118.5266988231124,1.0004295248076247,false,false,false,false
"parameters[1, 141]",1.4222301568247702,1.5510227623319532,8629.874126166798,2692.6066571294555,1.0010352027945142,false,false,false,false
"parameters[2, 141]",1.5370961062767396,0.5914558403614778,2976.3067002915204,2048.242714889034,1.000006364301354,false,false,false,false
"parameters[3, 141]",0.6899429142692793,0.3662732689015321,2707.1878048791887,2694.31348750327,1.0014750165943413,false,false,false,false
"parameters[4, 141]",-5.731724641223223,0.9462758357397396,4710.3683775572,2083.570194350856,1.0000491625221073,false,false,false,false
"parameters[1, 142]",1.5842889256728443,1.986902632822314,7438.836873889968,2609.183597434857,1.0008925135590683,false,false,false,false
"parameters[2, 142]",1.2194065886395868,0.6409622344262055,3304.708805085773,2069.1018779181636,1.002017934420179,false,false,false,false
"parameters[3, 142]",1.2525259188715876,0.5244886236965408,3341.3044671869193,3210.614371447003,1.0012386700111435,false,false,false,false
"parameters[4, 142]",-5.380791787327317,0.9966552699871204,5844.00408905526,2537.597290223955,1.001093641939179,false,false,false,false
"parameters[1, 143]",1.6753115693432161,2.1967131657098777,7479.339989731415,2502.0216335488335,1.0011429796063296,false,false,false,false
"parameters[2, 143]",0.3224157533624348,0.36271701456421784,4049.4585853518074,2458.2151698391685,1.0005861656899053,false,false,false,false
"parameters[3, 143]",1.4568234390633845,0.4769064334584644,3930.0722744997934,3298.2235456586163,1.0002963607835138,false,false,false,false
"parameters[4, 143]",-5.143547900222083,0.9971075699313908,5927.09023637351,2166.9663428025065,1.0016722235197297,false,false,false,false
"parameters[1, 144]",1.308414433170104,1.8022459168572735,6835.931257454844,2728.240291087677,1.0004636652087762,false,false,false,false
"parameters[2, 144]",1.2662904940447575,0.6321209575514607,3903.349333001557,2113.5405177866646,1.0007490571797417,false,false,false,false
"parameters[3, 144]",1.4057159580382492,0.49958053798261176,4857.6316825208305,3281.370074389964,1.002725721882886,false,false,false,false
"parameters[4, 144]",-4.865317843247137,1.1894485366105731,4467.609885143335,1844.7268769329978,1.0017461569332828,false,false,false,false
"parameters[1, 145]",1.123274728156793,1.7299042356602188,7201.500556421955,2687.1526120661306,1.001533638903174,false,false,false,false
"parameters[2, 145]",0.7901658989398871,0.45806618547174693,2608.4658425836205,1216.8493497601514,0.9998501070094866,false,false,false,false
"parameters[3, 145]",0.915070333272883,0.3080806660840652,3192.2974377987357,1623.52534951387,0.999853770318914,false,false,false,false
"parameters[4, 145]",-4.699177651050839,1.1223978747944654,5008.072116636285,1917.0356946174793,1.0015832352253662,false,false,false,false
"parameters[1, 146]",2.4142008856872494,2.8954041719527788,7098.364995478977,2756.091853290284,0.9999405930504134,false,false,false,false
"parameters[2, 146]",2.2269141781288795,0.6096387191100849,5220.301737305969,2651.0465762573954,1.000416620101993,false,false,false,false
"parameters[3, 146]",0.5271872577992445,0.1460325094802467,4246.430200165523,2950.2864450720103,1.000764891595451,false,false,false,false
"parameters[4, 146]",-4.478964863400875,0.911199312446799,5696.528062068512,2636.713799116886,1.0010721277421875,false,false,false,false
"parameters[1, 147]",1.632365766754171,2.105797204640049,7354.667529271694,3277.0983342050863,1.0033696795152003,false,false,false,false
"parameters[2, 147]",0.6718098872300866,0.5004716953996949,3007.356233211759,2634.5386393683316,1.0007094840532136,false,false,false,false
"parameters[3, 147]",1.1572453294996932,0.44914810484503076,3799.037737283909,3065.593922553804,1.0003225222451257,false,false,false,false
"parameters[4, 147]",-5.239542364636106,1.013844520808351,5022.843391167804,1911.8152831119748,1.0013432640660411,false,false,false,false
"parameters[1, 148]",1.3114773160120585,1.639332427071013,7261.626738895158,3107.441311297519,1.000186215618499,false,false,false,false
"parameters[2, 148]",1.9897526060998312,0.6511682685229415,5201.281241818289,2443.066292461762,1.000034138552834,false,false,false,false
"parameters[3, 148]",1.0150324312231869,0.2618083611164008,4770.558961624608,2989.130351552276,0.9998369756797345,false,false,false,false
"parameters[4, 148]",-3.2859875220461,1.0501531238352233,4944.124528851697,2322.0906616302545,1.0008272046571127,false,false,false,false
"parameters[1, 149]",1.1287318327655436,1.4106405810314397,7714.880646934939,2908.3283495408855,0.9997911862630339,false,false,false,false
"parameters[2, 149]",2.1126642850167867,0.6767153048647503,5730.20889592525,2554.255324323451,0.9998029991254975,false,false,false,false
"parameters[3, 149]",1.0769565110943313,0.25613252079982424,5190.634112446783,2915.604913163149,0.9998884263205957,false,false,false,false
"parameters[4, 149]",-5.217276160821705,0.9770259122741202,5720.312546800369,1984.5836470351223,1.0021563704072796,false,false,false,false
"parameters[1, 150]",2.0188594114779987,2.1653981478439626,5184.651097791138,3266.4154546978502,1.0008581347836507,false,false,false,false
"parameters[2, 150]",1.9839394027890793,0.6072848375561553,6926.725653929282,2887.478820900435,0.9998115615057701,false,false,false,false
"parameters[3, 150]",0.3530892275602937,0.11238092481655576,5795.332681210507,3382.744176998457,1.0009824805385557,false,false,false,false
"parameters[4, 150]",-4.805444962280862,1.0204761295735205,6061.102712443365,2657.3040849822855,1.0029265679521562,false,false,false,false
"parameters[1, 151]",1.0863180592556263,1.0533166898169448,5627.500723775489,2861.551583128924,1.0019799945648558,false,false,false,false
"parameters[2, 151]",1.3743198784820592,0.4464352162375089,2659.4561310907457,1428.8311142669822,1.0002861760063388,false,false,false,false
"parameters[3, 151]",0.44924544770044206,0.19531935922378535,2081.059276863184,1419.825339023694,1.0016637185086656,false,false,false,false
"parameters[4, 151]",-5.97672473747267,0.9294591983632273,4331.514729769033,1970.9663184662672,1.0023987596071655,false,false,false,false
"parameters[1, 152]",0.9738555891852979,0.8864025102000141,5587.583002934741,2827.886727217927,0.9997855149240388,false,false,false,false
"parameters[2, 152]",1.9908031030878994,0.3984663904255467,4232.79563847634,1729.6830962752467,1.0007290059174785,false,false,false,false
"parameters[3, 152]",0.41650228803579764,0.17290590244188117,4100.3106769717215,1935.4647779182958,1.000807085952725,false,false,false,false
"parameters[4, 152]",-5.9042006211651,0.8611412226637835,5606.768161197613,2245.7079554543952,1.000241382433116,false,false,false,false
"parameters[1, 153]",0.9645825711808613,0.95684299907471,5741.341957268595,2960.2707915838128,1.0010028984149166,false,false,false,false
"parameters[2, 153]",1.8130276385378283,0.5004348457492791,3197.8200339758305,2093.4557485284054,1.0000186105774729,false,false,false,false
"parameters[3, 153]",0.5320574448032701,0.22438948941458725,2718.3574067159016,2173.141333475509,1.0012060589641338,false,false,false,false
"parameters[4, 153]",-5.837389176472009,0.9054196646514644,5092.93906023477,2717.1422488126254,1.0002733646519375,false,false,false,false
"parameters[1, 154]",0.9978230598303802,1.0833905397147758,5407.342202123399,2596.4845519301584,1.0037040795876548,false,false,false,false
"parameters[2, 154]",1.618667506111065,0.5335134830903004,4538.492859033686,2225.3533917141394,1.0000839502269163,false,false,false,false
"parameters[3, 154]",0.788583381950294,0.3160241728616243,4362.939151945036,3018.9768665199535,1.0002089744859135,false,false,false,false
"parameters[4, 154]",-5.209927415608325,1.2178971194765704,3136.824393425454,1466.9779055024176,1.001532231717512,false,false,false,false
"parameters[1, 155]",0.8834628899892061,0.9106208412417092,6941.869782648337,2848.9240792815867,1.0028847214933054,false,false,false,false
"parameters[2, 155]",1.8335551946122108,0.49505745456077344,5377.156519101875,2619.7109227740457,1.000818704350182,false,false,false,false
"parameters[3, 155]",0.748560821048777,0.32216689930861014,4662.357707263538,2605.6692858029805,1.000585364872566,false,false,false,false
"parameters[4, 155]",-5.29119174335243,0.9616270724277257,6099.7574325745545,2387.7406631024664,1.0013252889257096,false,false,false,false
"parameters[1, 156]",1.4713476762514774,1.845648922238295,9199.72250948442,2870.7536227960672,1.0001154546471973,false,false,false,false
"parameters[2, 156]",1.4757382960359087,0.6221755932815355,4575.136528106415,2590.847673994119,0.9997860850160095,false,false,false,false
"parameters[3, 156]",1.1863559705148365,0.48483445475468845,4343.5370373978485,3039.043925724405,1.0007332560483102,false,false,false,false
"parameters[4, 156]",-4.6397154323082725,1.318087307142843,2278.537423300966,1255.486299888209,1.0014156327839578,false,false,false,false
"parameters[1, 157]",1.9802338224836908,2.838561821135672,6733.673196627133,2590.631239083848,1.0033338631504984,false,false,false,false
"parameters[2, 157]",0.9591807733854176,0.5754883209291985,2996.29526615054,1347.3102257647768,1.0008262952408724,false,false,false,false
"parameters[3, 157]",0.8096540378852585,0.2892756268428596,3158.354286877144,1855.050555562736,1.0012654320409133,false,false,false,false
"parameters[4, 157]",-5.1355302756373655,1.0107161752657932,4339.84387536972,1845.0282707736217,1.0023567693321203,false,false,false,false
"parameters[1, 158]",1.770003895775445,2.557567144131888,8210.723232711984,3166.915036376681,1.0001665765902465,false,false,false,false
"parameters[2, 158]",0.27718628273376783,0.23050851554562216,4254.179054238862,2272.4367020296227,1.0001924503923496,false,false,false,false
"parameters[3, 158]",0.8367905516007111,0.2838412003083154,4803.066887723927,2681.603093462471,1.0024425598301234,false,false,false,false
"parameters[4, 158]",-5.271244346979688,1.0188777028534741,5404.583046264603,2255.0878242946687,1.0000509235228132,false,false,false,false
"parameters[1, 159]",1.5212374056804778,1.9315684095094514,7441.387502940189,2852.1275468101294,1.0009991707904529,false,false,false,false
"parameters[2, 159]",1.1025753783878123,0.5302978003395091,4400.847375043083,2419.103273438267,1.000219675455992,false,false,false,false
"parameters[3, 159]",0.6544400533159712,0.16917005254630785,5306.311000122024,2814.9770971584417,1.0010358440062557,false,false,false,false
"parameters[4, 159]",-4.806312199094866,1.1956844686482437,4969.299232734824,2211.0392067219504,1.0018597954462742,false,false,false,false
"parameters[1, 160]",1.854700079101841,2.0940791975483517,8250.260427902844,3008.2868655500138,1.0000655394992017,false,false,false,false
"parameters[2, 160]",0.965202611909665,0.5298957601009339,3633.9295996565447,2032.5229957064885,1.001706308791892,false,false,false,false
"parameters[3, 160]",0.6685880538127759,0.2156582468622436,4308.283865314765,2385.636803967202,1.00294012875488,false,false,false,false
"parameters[4, 160]",-4.854678889932769,1.0072745766393625,5323.523711053105,2478.1837673519162,1.0003923436267923,false,false,false,false
"parameters[1, 161]",1.258691627768767,1.555876200472654,7026.520654856552,2708.7409916073284,1.0004861009482382,false,false,false,false
"parameters[2, 161]",0.5227854404019502,0.36438395335495827,3735.411128374821,1836.531255239961,1.000424144605706,false,false,false,false
"parameters[3, 161]",0.8711356009623967,0.23776264183100337,3792.103996222091,2144.6151078247867,1.0015318016015298,false,false,false,false
"parameters[4, 161]",-4.797117378204244,1.123764039373306,2856.794518660163,1329.2542408602924,1.000484262715998,false,false,false,false
"parameters[1, 162]",1.7012579649882864,2.094279644966855,7849.126809574244,2703.791945703456,1.0022685183331423,false,false,false,false
"parameters[2, 162]",1.6535367049671845,0.6462259731846762,4871.310336887842,2223.6074377426426,1.0006073680674519,false,false,false,false
"parameters[3, 162]",0.7661867043767617,0.19547307279807685,5307.5709122134695,2811.8230626634554,1.0007605717125385,false,false,false,false
"parameters[4, 162]",-5.211612263267163,0.9526579595428201,5932.414143602624,2448.5319840656584,1.0012085701106175,false,false,false,false
"parameters[1, 163]",0.9991434038425286,1.01745148241887,7234.61191439726,3106.3895111472793,1.0001415240287739,false,false,false,false
"parameters[2, 163]",1.3153477042757895,0.4537226837637295,2770.6280588739073,1540.6584028728364,1.001734454038165,false,false,false,false
"parameters[3, 163]",0.5184143701313549,0.2093341777013679,2610.387659514495,1696.3046252433521,1.0027006958898483,false,false,false,false
"parameters[4, 163]",-5.742626611942826,0.8694649236548357,5716.020281167998,2316.4547313832513,0.99956519853666,false,false,false,false
"parameters[1, 164]",1.6143343399330845,1.6579254124645773,8469.278926007102,3077.1834463523005,1.0020289059528804,false,false,false,false
"parameters[2, 164]",1.5346514731208263,0.6008389249898884,4125.016708346518,2271.9411570555744,1.000592369298793,false,false,false,false
"parameters[3, 164]",0.8199737660741666,0.36721710170470867,3641.5658935627466,2557.5632289433424,0.9998243057251532,false,false,false,false
"parameters[4, 164]",-5.226191393946836,0.9734474176967404,5672.603029031936,2581.5583716020874,1.0026263866907486,false,false,false,false
"parameters[1, 165]",1.712568733187067,2.096732186499543,7798.011442505834,2743.7691328898604,1.001418880878989,false,false,false,false
"parameters[2, 165]",0.6470828821669479,0.4650792000236008,3303.923195819555,1698.557215868842,1.0016711880710143,false,false,false,false
"parameters[3, 165]",1.2194037273463405,0.47732120153429164,2940.720492271713,1601.1848439352082,1.000957820699528,false,false,false,false
"parameters[4, 165]",-5.290691688331648,0.9958921771278652,5644.407717908416,2009.1522302192247,1.0024095072225083,false,false,false,false
"parameters[1, 166]",1.7629397250781254,2.4086655188848733,7228.00494691428,2749.4701548420912,1.0004932769071258,false,false,false,false
"parameters[2, 166]",0.11589385536933905,0.15720705630939039,3768.043661710919,2639.2493420232295,1.0003524632695078,false,false,false,false
"parameters[3, 166]",1.1043210241492696,0.31755294100846715,5748.277065254449,3260.3953426100056,1.0006752030566441,false,false,false,false
"parameters[4, 166]",-5.196810249656973,0.9902189145176109,5828.065996193806,2103.6840595216554,1.001796201924205,false,false,false,false
"parameters[1, 167]",1.6230110299329694,2.0996391751113075,7867.368681159594,3017.1062101106686,1.001012331178879,false,false,false,false
"parameters[2, 167]",0.3413115371785293,0.3852028295603031,2377.322948591573,2698.8739330121193,1.0021995066310085,false,false,false,false
"parameters[3, 167]",0.9449216320427266,0.37950198452649186,2829.841659545111,3389.047105142831,1.001398925665806,false,false,false,false
"parameters[4, 167]",-5.203029941863041,0.9973366324925707,6816.3613510988625,1998.3744431553255,1.0010360162666418,false,false,false,false
"parameters[1, 168]",1.6446538325947822,2.2785094676516855,6610.966507876354,2784.636891242335,1.0009060805993442,false,false,false,false
"parameters[2, 168]",0.2966923834668222,0.2985626673273603,3243.638414829802,2633.853517472783,1.0030858427530498,false,false,false,false
"parameters[3, 168]",0.8394189407578979,0.29839039161920283,3516.6877562931036,2847.6851932261343,1.0025908898559441,false,false,false,false
"parameters[4, 168]",-5.15745241388582,0.9700534757450721,5421.301838474446,2378.396471497663,1.0019577472037249,false,false,false,false
"parameters[1, 169]",1.627301031400422,2.137907816643561,6587.209513484305,3224.4692998708338,1.0003133584324213,false,false,false,false
"parameters[2, 169]",0.8717317170547613,0.5812849357430387,4342.118299355933,2522.50274622802,1.0004752529451773,false,false,false,false
"parameters[3, 169]",1.4125575133899861,0.5024383308271629,4337.568462679264,2650.7455506990123,1.0000714448422057,false,false,false,false
"parameters[4, 169]",-5.022974205322271,1.0915102025028824,6008.515083939788,2573.1957598355784,1.001556560911767,false,false,false,false
"parameters[1, 170]",0.9195059320899109,0.9893701738995718,6671.170894928988,2974.311976027272,0.9995431108987458,false,false,false,false
"parameters[2, 170]",1.4268409636567656,0.4927307510351991,3636.2967080320814,2286.019352119541,1.0005539693739154,false,false,false,false
"parameters[3, 170]",0.7677927177425029,0.33275784225160554,3385.606589036748,2970.792044910891,1.0004258740492717,false,false,false,false
"parameters[4, 170]",-5.570743857596116,1.0083122032209513,4347.55551732188,1942.4410342659523,1.0029054756107563,false,false,false,false
"parameters[1, 171]",0.9485392011956001,0.9341424090880993,6134.804939977154,3057.268828466371,0.9998092107928969,false,false,false,false
"parameters[2, 171]",1.224031245555726,0.3665421690444198,3623.9210056635316,1967.085526687031,1.0011048718008482,false,false,false,false
"parameters[3, 171]",0.46698546048479356,0.1760924477646524,3101.093345186387,2205.2096878541233,1.0013067531961004,false,false,false,false
"parameters[4, 171]",-5.936237836459673,0.8532254927676446,4617.852428218637,2424.2162458814237,1.0015731413268953,false,false,false,false
"parameters[1, 172]",1.82567011229441,2.5045065536336133,8492.637255853107,2750.523567401907,1.002174970628492,false,false,false,false
"parameters[2, 172]",1.1696833433125782,0.6469797067605886,4266.956751498673,2784.9412008738263,1.0018341680311846,false,false,false,false
"parameters[3, 172]",1.4042447386443495,0.47548128054790545,4712.3643193009975,3444.488783682682,1.0012722204670659,false,false,false,false
"parameters[4, 172]",-5.251764764640489,1.0073121304000465,6178.661632265479,2098.2922765313074,1.0014418161874916,false,false,false,false
"parameters[1, 173]",1.8045480482551155,2.33699312513166,7884.359192804412,2656.922556552032,1.0003989757886107,false,false,false,false
"parameters[2, 173]",1.5685335255682469,0.6975740075866143,4681.731788483152,2146.6739944303204,1.0010484342159809,false,false,false,false
"parameters[3, 173]",1.9487626168514296,0.5893354597657225,5363.693295848679,3305.701199265242,1.0004144590585025,false,false,false,false
"parameters[4, 173]",-5.2748152659903385,0.9797914563329683,5420.576303160809,2288.5015952453577,1.0013016060453266,false,false,false,false
"parameters[1, 174]",1.935152516496849,2.56612598890232,8135.335321096391,3032.485376803698,1.0010361347738623,false,false,false,false
"parameters[2, 174]",1.4089097179498118,0.683959960990595,3202.0645759246377,1508.207523646514,1.0008406906396772,false,false,false,false
"parameters[3, 174]",1.1495012187279168,0.3875010906923531,2759.5140369118303,2031.0703273293295,1.0001955889158336,false,false,false,false
"parameters[4, 174]",-5.103111506668222,0.9894201857631243,6560.958006656219,2182.641399471502,1.000442704351401,false,false,false,false
"parameters[1, 175]",1.2221550111983064,1.6620902205462533,6126.442918571337,2846.4981526155107,1.0015259558405485,false,false,false,false
"parameters[2, 175]",0.7246804091310947,0.433215132639197,3124.536029699467,1713.1632600069915,1.0006328312155606,false,false,false,false
"parameters[3, 175]",0.926249082169149,0.328198029973635,2824.495746323828,2005.6683467275045,1.001333044240391,false,false,false,false
"parameters[4, 175]",-5.233891684480699,0.9939397875555339,6971.278175735768,2422.303498927435,1.000604296175722,false,false,false,false
"parameters[1, 176]",1.3941191930438663,1.6462268910197804,6532.713576540686,3334.8760381609245,1.000002827645042,false,false,false,false
"parameters[2, 176]",0.8741847768624418,0.4360849785784682,2989.2447587159745,1845.4669515002438,0.9998162641972504,false,false,false,false
"parameters[3, 176]",0.5881311239223779,0.24072311472876237,3184.9458687478054,2190.70188804644,1.000388422123529,false,false,false,false
"parameters[4, 176]",-5.400707922467229,0.9738528139589614,5657.243783574364,2563.075125219392,0.9996652954776805,false,false,false,false
"parameters[1, 177]",1.6562826083154025,2.0646549224907207,6940.888231276384,3160.1620773348504,1.0000777117014046,false,false,false,false
"parameters[2, 177]",0.49565394478639185,0.39963340604129494,3309.039791347535,2432.70197922023,1.0010714091854405,false,false,false,false
"parameters[3, 177]",0.9366816416330844,0.381845521880368,3210.661088213009,2919.620919133949,1.0013298136837976,false,false,false,false
"parameters[4, 177]",-5.259507268494174,0.9912365189873074,6148.81925643067,2545.4853889829205,1.0003576469355238,false,false,false,false
"parameters[1, 178]",1.5195842521512473,1.8807671672803938,8128.416237991379,2818.9573376316334,0.9997030688369166,false,false,false,false
"parameters[2, 178]",0.6493266802869642,0.4625987538292161,2054.9868908771996,1219.458023403843,1.0018421757338183,false,false,false,false
"parameters[3, 178]",1.168633670266297,0.4422737654260958,2441.2551946363537,1171.184478274754,1.00336284928778,false,false,false,false
"parameters[4, 178]",-5.131754041811758,1.016323778512175,4476.490988848247,2264.0245284158136,1.0001333330233166,false,false,false,false
"parameters[1, 179]",2.397904024348827,2.5702357225978893,5517.178980365655,2776.546035911077,0.9999412493361012,false,false,false,false
"parameters[2, 179]",1.6034537069812473,0.4239356448707509,3581.934790062311,2651.2071922225346,1.0003124001979034,false,false,false,false
"parameters[3, 179]",0.28796239240905336,0.08918203253659074,4186.0028387787115,2597.5821212983205,1.0010343016041037,false,false,false,false
"parameters[4, 179]",-4.11946557292951,0.837373546332861,4746.938860144223,2140.392455483662,1.0000958186669804,false,false,false,false
"parameters[1, 180]",1.6520564136718765,2.136157644371556,6448.497796752591,2700.46564612771,1.0002199398998146,false,false,false,false
"parameters[2, 180]",0.4214735314910059,0.39169093090326706,2430.837594520524,1908.8700744413932,1.0009782713984925,false,false,false,false
"parameters[3, 180]",1.3303377680152002,0.5433783138576161,2301.4752765900043,2232.6558385773174,1.001338146453574,false,false,false,false
"parameters[4, 180]",-5.0773784198898815,1.0659096684750486,5357.1505628331815,2303.9647829322503,1.0011806000593635,false,false,false,false
"parameters[1, 181]",1.7330545565421158,2.232080918513623,7637.221505459698,2870.275866795955,1.0002612918117995,false,false,false,false
"parameters[2, 181]",2.198343975622392,0.7245331400756644,4148.710504097195,2286.482846983581,1.0024687475179241,false,false,false,false
"parameters[3, 181]",1.670559724660289,0.5797077947065195,4642.234359612163,3197.437333530723,1.0004343852040556,false,false,false,false
"parameters[4, 181]",-3.7147379473997617,1.3049918777105878,4228.037693395374,2372.5677730395373,0.9999796922117156,false,false,false,false
"parameters[1, 182]",0.7600511618272323,0.9373379182386529,6539.696787700479,2709.639087541356,1.0007433497250287,false,false,false,false
"parameters[2, 182]",2.059555498667278,0.6754217401618381,6584.8095176848055,2558.1092226497562,1.0004686726841001,false,false,false,false
"parameters[3, 182]",1.1948736220590175,0.28320501167433904,4874.273819935998,2789.9110803483914,1.0005234413250281,false,false,false,false
"parameters[4, 182]",-4.7715454783215225,1.1038987614959777,5102.339837305824,2021.4559850052444,1.0031352864175649,false,false,false,false
"parameters[1, 183]",1.041030512085449,1.2623232148747257,9510.332235541824,2736.6956693022053,1.0011468196009519,false,false,false,false
"parameters[2, 183]",1.699733992936766,0.6755722520259214,5742.398693676511,2591.026046820933,1.001145899869611,false,false,false,false
"parameters[3, 183]",1.1628447788536942,0.2943391056333454,5816.689518976278,2431.2234574159784,0.9995200724650315,false,false,false,false
"parameters[4, 183]",-5.016588269088159,1.0900144633933104,5600.2684698816165,1548.4599072671188,1.0016683820559584,false,false,false,false
"parameters[1, 184]",0.5380314174991215,0.5709668159023772,7576.622660165929,2564.958513314876,1.0005019356931106,false,false,false,false
"parameters[2, 184]",2.9194817040701686,0.5820927505683858,6712.300410715991,2760.7917668939676,0.9994426334615151,false,false,false,false
"parameters[3, 184]",0.6248763689076506,0.13412018175955823,6720.477122294911,3032.9058734702526,0.9995999208669388,false,false,false,false
"parameters[4, 184]",-5.048852100428574,1.015621920080829,6687.6482187273905,2532.8441890839954,1.0009825633842357,false,false,false,false
"parameters[1, 185]",0.99534691934067,1.3736624724889048,7999.694672375901,2911.3430716101507,1.000657492509409,false,false,false,false
"parameters[2, 185]",2.557823551053247,0.6868128404312112,5787.659882751913,2589.2875777509803,1.0008201506061807,false,false,false,false
"parameters[3, 185]",1.4743597446263683,0.48502693529824736,6397.711409372355,3094.2815922469845,0.99973156134789,false,false,false,false
"parameters[4, 185]",-3.706123161904724,0.9235226323225927,5034.721329239056,2815.7068227431723,0.9994410880390221,false,false,false,false
"parameters[1, 186]",1.0737385298695912,1.3322816530354376,7517.727653952804,2758.472195960001,1.000028233011002,false,false,false,false
"parameters[2, 186]",2.0298496937983974,0.7044090812950025,5473.291642990642,2255.0655891964707,1.0003015946388774,false,false,false,false
"parameters[3, 186]",1.5736766533917959,0.47395542695076426,5322.493024944123,2536.9657003935636,1.001872912240703,false,false,false,false
"parameters[4, 186]",-4.96772014820235,1.1221459718979963,2804.4276850047227,1086.4754690396096,1.0025957853966667,false,false,false,false
"parameters[1, 187]",2.1264530837567834,2.758997131860796,7993.820478490569,2464.3465230046163,1.0021265823770533,false,false,false,false
"parameters[2, 187]",3.404165448382062,0.6368260987143769,5699.641717972594,2802.7607287978826,0.999993580856832,false,false,false,false
"parameters[3, 187]",0.7074592075244779,0.272650362251648,4657.734970559928,2508.3400929289537,1.0006645901244318,false,false,false,false
"parameters[4, 187]",-4.072534214444932,0.8461317871473178,5735.723109395482,2411.8323759836667,1.0004354532788784,false,false,false,false
"parameters[1, 188]",0.5571056181888653,0.49180996051840375,5280.682019924677,2909.432179874896,1.0006753179485384,false,false,false,false
"parameters[2, 188]",2.874176342411328,0.542488901665128,5062.186870707135,3418.742552101177,1.0006648530091635,false,false,false,false
"parameters[3, 188]",0.48454865204407316,0.10745659486790132,4734.489297370534,3138.946963458158,1.001175200743642,false,false,false,false
"parameters[4, 188]",-5.339701384598069,0.9741936313441961,7702.431500539965,1949.1684506867668,1.0016353183228952,false,false,false,false
"parameters[1, 189]",1.5282099326683165,2.055119648984757,7499.369589927842,2552.40964437016,1.0012957949187058,false,false,false,false
"parameters[2, 189]",1.7934851133441603,0.7001104031102849,4130.478118530844,1874.3638664203575,1.0023113631540719,false,false,false,false
"parameters[3, 189]",1.8110039859285267,0.5803151388415889,4802.826460254982,2677.282831568809,1.0047099738185612,false,false,false,false
"parameters[4, 189]",-5.167639724687572,1.060657568552227,6001.190171367223,2208.9642184973436,1.0019833296736387,false,false,false,false
"parameters[1, 190]",2.1212118190516884,2.73548181792876,6624.242242885099,2724.7763782073407,0.9999800369995028,false,false,false,false
"parameters[2, 190]",2.0678588495751637,0.6102510684596049,2835.1713848085355,1527.7902890204132,1.000126698222388,false,false,false,false
"parameters[3, 190]",0.7658874157776475,0.4046074735659058,2918.245550469343,2344.507529737116,1.0008092161215423,false,false,false,false
"parameters[4, 190]",-3.6150095326040437,1.168174720168045,2312.531855224726,1317.5724075850756,1.0017257626355136,false,false,false,false
"parameters[1, 191]",0.5393575958581751,0.41745092885666113,7041.100218143975,2919.110492349686,1.000383433640968,false,false,false,false
"parameters[2, 191]",2.2335012649622428,0.43058079364068075,4876.926004978051,3364.356067784211,1.0003740072220102,false,false,false,false
"parameters[3, 191]",0.3446981075954142,0.10370725719774958,4179.903307531219,3499.9435717107044,1.0000164921246564,false,false,false,false
"parameters[4, 191]",-5.359781165535615,0.9535264233071673,6617.629070739752,2702.504240375429,1.0014016768212195,false,false,false,false
"parameters[1, 192]",1.3237112080512539,1.0666144605596395,4969.405606127331,2731.6583741341974,1.000666300329073,false,false,false,false
"parameters[2, 192]",2.0920267776793176,0.2658902578227551,5426.571471014088,2938.306040046691,1.0005047966823348,false,false,false,false
"parameters[3, 192]",0.2238909825918166,0.07687825775115649,4534.309161756807,2751.19418342847,1.0010136599194168,false,false,false,false
"parameters[4, 192]",-5.67348954963547,0.8759300082256217,5939.6267720096,2703.6610768872233,1.0026641403286103,false,false,false,false
"parameters[1, 193]",1.5786302182119016,1.9467134175765917,7756.057474291938,3107.490702098892,1.0006836184620356,false,false,false,false
"parameters[2, 193]",0.3218039847135749,0.2941542670969112,4331.89309018942,3087.7144311671386,1.000334611975445,false,false,false,false
"parameters[3, 193]",1.454944403296258,0.4450916394922593,4377.7588103297485,3571.22209721433,1.0012310348830027,false,false,false,false
"parameters[4, 193]",-5.141614080011289,1.0099123552593856,6276.887775904737,2337.4398143400663,1.0013554874865171,false,false,false,false
"parameters[1, 194]",1.7029524970462497,2.109792254778503,7596.183624262798,3247.1741728435136,1.0009257131720835,false,false,false,false
"parameters[2, 194]",1.0018413822364587,0.5714072973763514,4192.0134423137615,2295.6851960004346,0.9998777061437273,false,false,false,false
"parameters[3, 194]",1.268411496225225,0.43615549183030883,4183.772850085453,2789.373245005033,1.0013674370881243,false,false,false,false
"parameters[4, 194]",-4.979365415787669,1.0617488980656284,5177.462478373861,2158.6572526106656,1.0007179108789135,false,false,false,false
"parameters[1, 195]",1.602421132437731,1.8724909933279892,8734.750714596592,2979.6883640432607,0.9995385787766583,false,false,false,false
"parameters[2, 195]",0.45335401381260726,0.4023385238968103,3440.718077327236,2419.188055264962,1.0005069327244094,false,false,false,false
"parameters[3, 195]",1.5855847779107506,0.4706803946943227,3138.5327138875045,2429.7396680925103,1.0005625614966454,false,false,false,false
"parameters[4, 195]",-5.227917283273656,1.0059028973469768,4366.2911136033945,1927.5720275684414,1.0009555554445946,false,false,false,false
"parameters[1, 196]",1.345181158844552,1.7480595818305882,7631.710839631001,2607.466877285346,1.0007944841137468,false,false,false,false
"parameters[2, 196]",0.9006183866866575,0.5663842172529333,3040.5458640019565,2372.463372518912,1.0019636885158505,false,false,false,false
