"Hallucination_Proneness","contrast","estimate","lower.HPD","upper.HPD"
"Low (-1SD)","Strong - Weak",-0.25918544100006,-0.659078069999824,0.145014015999929
"High (+1SD)","Strong - Weak",0.225441531700064,-0.183466810000227,0.628131425000013
