detectprob,binary_resp,SubjID,condition,training
0.450151482768996,1,2,2,0
0.0,0,2,2,0
0.0,0,2,2,0
0.0,0,2,2,0
0.0,0,2,2,0
0.450151482768996,1,2,2,0
4.99822244618023e-5,0,2,2,0
0.450151482768996,1,2,2,0
4.99822244618023e-5,1,2,2,0
0.450151482768996,0,2,2,0
0.450151482768996,1,2,2,0
4.99822244618023e-5,0,2,2,0
0.0,0,2,2,0
0.0,0,2,2,0
0.0,0,2,2,0
0.0,0,2,2,0
4.99822244618023e-5,1,2,2,0
0.999925428368083,1,2,2,0
0.0,0,2,2,0
0.0,0,2,2,0
0.0,0,2,2,0
0.0,0,2,2,0
0.0,0,2,2,0
0.0,0,2,2,0
0.999925428368083,1,2,2,0
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
1.0,1,2,3,1
0.541789168502602,0,2,3,0
0.157273835574145,0,2,3,0
0.882233059140719,1,2,3,0
0.157273835574145,1,2,3,0
0.541789168502602,1,2,3,0
0.541789168502602,1,2,3,0
0.541789168502602,0,2,3,0
0.0,0,2,3,0
0.0,0,2,3,0
0.541789168502602,1,2,3,0
0.541789168502602,0,2,3,0
0.157273835574145,0,2,3,0
0.541789168502602,0,2,3,0
0.541789168502602,1,2,3,0
0.541789168502602,0,2,3,0
0.541789168502602,0,2,3,0
0.157273835574145,0,2,3,0
0.882233059140719,1,2,3,0
0.541789168502602,1,2,3,0
0.541789168502602,0,2,3,0
0.0,1,2,3,0
0.541789168502602,1,2,3,0
0.0,0,2,3,0
0.0,0,2,3,0
0.0,1,2,3,0
0.0,0,2,3,0
0.541789168502602,0,2,3,0
0.157273835574145,1,2,3,0
0.0,0,2,3,0
0.157273835574145,0,2,3,0
0.541789168502602,1,2,3,0
0.882233059140719,1,2,3,0
0.157273835574145,0,2,3,0
0.157273835574145,0,2,3,0
0.541789168502602,1,2,3,0
0.882233059140719,1,2,3,0
0.0,0,2,3,0
0.541789168502602,0,2,3,0
0.0,0,2,3,0
0.541789168502602,0,2,3,0
0.882233059140719,1,2,3,0
0.882233059140719,1,2,3,0
0.0,0,2,3,0
0.0,0,2,3,0
0.157273835574145,0,2,3,0
0.157273835574145,0,2,3,0
0.157273835574145,0,2,3,0
0.0,0,2,3,0
0.0,0,2,3,0
0.0,0,2,3,0
0.0,0,2,3,0
0.541789168502602,0,2,3,0
0.0,0,2,3,0
0.0,0,2,3,0
0.541789168502602,0,2,3,0
0.0,0,2,3,0
0.0,0,2,3,0
0.541789168502602,0,2,3,0
0.157273835574145,0,2,3,0
0.541789168502602,0,2,3,0
0.0,0,2,3,0
0.157273835574145,0,2,3,0
0.0,0,2,3,0
0.157273835574145,0,2,3,0
0.0,0,2,3,0
0.0,0,2,3,0
0.0,1,2,3,0
0.0,1,2,3,0
0.541789168502602,0,2,3,0
0.0,0,2,3,0
0.0,1,2,3,0
0.882233059140719,0,2,3,0
0.157273835574145,0,2,3,0
0.541789168502602,0,2,3,0
0.0,1,2,3,0
0.157273835574145,1,2,3,0
0.882233059140719,1,2,3,0
0.541789168502602,0,2,3,0
0.541789168502602,0,2,3,0
0.0,0,2,3,0
0.0,1,2,3,0
0.157273835574145,1,2,3,0
0.157273835574145,1,2,3,0
0.541789168502602,0,2,3,0
0.0,0,2,3,0
0.0,1,2,3,0
0.0,1,2,3,0
0.0,1,2,3,0
0.157273835574145,0,2,3,0
0.0,0,2,3,0
0.882233059140719,1,2,3,0
0.157273835574145,0,2,3,0
0.0,1,2,3,0
0.541789168502602,1,2,3,0
0.0,1,2,3,0
0.541789168502602,0,2,3,0
0.0,1,2,3,0
0.882233059140719,0,2,3,0
0.541789168502602,1,2,3,0
