parameter,mean,std,ess_bulk,rhat,rhat_warn,ess_warn
"parameters[3, 9]",-4.33094796391932,0.9616006607056433,3895.8436401548934,1.00059674907659,false,false
"parameters[1, 10]",1.5227248907925441,0.5685451328601636,3384.1454399074614,1.0005521618419426,false,false
"parameters[2, 10]",0.8675648422450791,0.19483640803324365,4341.792428735058,1.0007198826686023,false,false
"parameters[3, 10]",-4.108810752244832,0.8307081234340817,4226.813529545755,0.9999176594296173,false,false
"parameters[1, 11]",0.4317316039068479,0.35760000471402886,2183.6857522513556,1.0028871592537185,false,false
"parameters[2, 11]",0.9833279513591887,0.2779657363911774,2376.613948036176,1.003758935578285,false,false
"parameters[3, 11]",-5.131698335821768,1.043478927767696,3300.8494364737853,1.0023244940571074,false,false
"parameters[1, 12]",0.7371273644198173,0.16377626553238606,4858.218227225981,0.9997588820770145,false,false
"parameters[2, 12]",0.22293813770142595,0.0478997489692836,5079.517437361498,1.0002888552071454,false,false
"parameters[3, 12]",-6.933834716962031,0.6819447578611174,4706.27043708902,1.002050535276519,false,false
"parameters[1, 13]",1.6559247752567468,0.6768661567377221,2648.0077072448926,1.0011639901749796,false,false
"parameters[2, 13]",1.5763772843886539,0.5558447115360643,3300.4647973160368,0.9997234448521409,false,false
"parameters[3, 13]",-5.088106453695116,0.9160962099437183,4502.71860079936,1.0011562991198266,false,false
"parameters[1, 14]",1.0514479020886263,0.46238353964019663,1758.8910549180432,1.003005422953592,false,false
"parameters[2, 14]",0.9372724089004828,0.3274446291234877,1739.6259055454766,1.0027797523274324,false,false
"parameters[3, 14]",-5.882118217517292,0.9605855946075232,4176.99278367876,1.0002966147163161,false,false
"parameters[1, 15]",2.1223719812670336,0.675509086650009,3855.0046552131626,1.0004990175880593,false,false
"parameters[2, 15]",1.0730190506137398,0.34944211270838393,3897.0249807351083,0.999611722058775,false,false
"parameters[3, 15]",-3.4866439161856646,0.8595109150327603,4567.940964664028,1.0025020262191413,false,false
"parameters[1, 16]",1.4718512388871228,0.23933232772293572,3731.703113153946,1.001826638241992,false,false
"parameters[2, 16]",0.3847907184604766,0.0879129618895502,3864.6322592622464,1.000423017118228,false,false
"parameters[3, 16]",-5.618536048071564,0.8108491306202967,4042.606403254462,1.001751837949131,false,false
"parameters[1, 17]",0.24415074983225013,0.2357773840761356,2831.65787608506,1.0003637508629035,false,false
"parameters[2, 17]",0.8331561173744639,0.2648472401316065,3212.674266902605,1.0027194299603654,false,false
"parameters[3, 17]",-5.121226156674751,1.0188939120602911,4650.245344941164,1.0007578691987817,false,false
"parameters[1, 18]",1.651491667022242,0.18941421249998516,2839.272054155791,1.0025909714612928,false,false
"parameters[2, 18]",0.26702078563839304,0.07987017681122696,3082.270210879425,1.000178759601723,false,false
"parameters[3, 18]",-6.187109275868536,0.7755747929825568,3449.787152077497,1.0012080542837585,false,false
"parameters[1, 19]",0.648961739300676,0.4762509107586701,2094.6695880831066,1.0015573061989884,false,false
"parameters[2, 19]",1.1269135034449307,0.4409838835469563,2223.3898141209306,1.0010595971534335,false,false
"parameters[3, 19]",-5.233129250007844,0.9799586043199077,4610.2434898254905,1.0022202220349066,false,false
"parameters[1, 20]",1.5333785122638353,0.28038086959012637,4256.702523593634,1.0032073130303278,false,false
"parameters[2, 20]",0.456959206488186,0.1029678767173099,3636.860940085437,1.0011781590854643,false,false
"parameters[3, 20]",-6.310180554793533,0.8178343322917069,3924.4780882293,1.0009763024077438,false,false
"parameters[1, 21]",1.847532488861705,0.6834285144530884,2438.634600162141,1.0008850583110187,false,false
"parameters[2, 21]",1.4819230622664858,0.5926119321314378,3216.4532118726916,1.0003787424543078,false,false
"parameters[3, 21]",-5.004881733087007,0.996130239984658,4870.344439080859,1.002628331143961,false,false
"parameters[1, 22]",1.6959780215987599,0.6449331379548646,4119.665278398853,1.0010526427702984,false,false
"parameters[2, 22]",1.7285187495646555,0.456615439877321,3743.821239040425,1.0002525521875474,false,false
"parameters[3, 22]",-4.578475078760701,1.1335379790173206,4466.857313756546,1.002120175527671,false,false
"parameters[1, 23]",1.1660156634058536,0.5818494999900983,2410.7454599235257,1.0002812983779057,false,false
"parameters[2, 23]",0.9642394417417859,0.4211378656376265,2389.4143861310063,1.0019628168570922,false,false
"parameters[3, 23]",-5.675822424312263,0.9486061826972456,3497.186382068139,1.0014645813915353,false,false
"parameters[1, 24]",0.914730076907106,0.3101517033597261,1095.1105862275476,1.0019986497178115,false,false
"parameters[2, 24]",0.5173612359586964,0.2306851694430581,1019.538245025054,1.0021871521964907,false,false
"parameters[3, 24]",-6.48167803708381,0.8782905698143196,2091.3873241390443,1.0020399754282037,false,false
