source_row,SubjID,condition,timestep,current_detectprob,current_response,previous_response,training,belief,xbin__prediction_mean,xbin__value_prediction_error,xprob__value_prediction_error,xprob__precision_prediction_error,xprob__posterior_precision,xprob__posterior_mean,xvol__value_prediction_error,xvol__posterior_precision,xvol__posterior_mean,signal_expectation
49,1,2,48,0.53526263459471,0,0,0,0.4462832479388514,0.3883344946891095,-0.3883344946891095,-0.06246054554228811,-0.01487606132896363,6.217277233496323,-0.5167790521400886,-0.0003020096772555988,0.9132372424938909,-0.0011570621741961674,0.37360570743097776
50,1,2,49,0.0,0,0,0,0.19213899357817843,0.37360570743097776,-0.37360570743097776,-0.06005752497540301,-0.01602596209439111,6.220798126433888,-0.5768365771154915,-0.0003260394104274395,0.9121369437324152,-0.0014831015846236068,0.3596608222610159
51,1,2,50,0.389512521022619,0,0,0,0.36778725985160976,0.3596608222610159,-0.3596608222610159,-0.05781942494448972,-0.016998591188749246,6.220415586489128,-0.6346560020599812,-0.0003463232993478174,0.9110586795666691,-0.0018294248839714243,0.34645555527273736
52,1,2,51,0.389512521022619,0,0,0,0.3611492090308766,0.34645555527273736,-0.34645555527273736,-0.05573379355928243,-0.01781856091390427,6.216256988678206,-0.6903897956192637,-0.0003633150542987179,0.909998697557441,-0.002192739938270142,0.333946367959647
53,1,2,52,0.261148327372654,0,0,0,0.2909277418742495,0.333946367959647,-0.333946367959647,-0.05378872208775021,-0.01850715567902167,6.208483528542414,-0.7441785177070139,-0.00037741856828659836,0.9089536460556551,-0.0025701585065567405,0.3220910948952843
54,1,2,53,0.53526263459471,1,0,0,0.41272525269678606,0.3220910948952843,-0.3220910948952843,-0.051972977762231753,-0.019082712760660925,6.197280485188936,-0.7961514954692457,-0.0003889917952374477,0.9079205388871616,-0.0029591503017941884,0.3108493541558546
55,1,2,54,0.0,0,1,0,0.18030658074743772,0.3108493541558546,0.6891506458441454,0.11146167906404708,0.03950466924913831,6.182849162825087,-0.6846898164051985,0.0008044952104006458,0.9058874914782663,-0.002154655091393542,0.33521539005459766
56,1,2,55,0.261148327372654,1,0,0,0.2919031748787101,0.33521539005459766,-0.33521539005459766,-0.05426033204621222,-0.018538635913566692,6.177909519346148,-0.7389501484514107,-0.00037782049070915805,0.904852888460522,-0.0025324755821027004,0.32323376106086643
57,1,2,56,0.0,0,1,0,0.1903159968501032,0.32323376106086643,0.6767662389391336,0.10969873913560296,0.03614962885368678,6.169317418853954,-0.6292514093158078,0.0007367402542100268,0.9028888479970496,-0.0017957353278926736,0.34768029831564484
58,1,2,57,0.261148327372654,0,0,0,0.29840069983155965,0.34768029831564484,-0.34768029831564484,-0.05635717130201934,-0.01788895830915216,6.169229708707672,-0.6856085806178271,-0.00036514315459074955,0.9018536722184998,-0.002160878482483423,0.335010677946304
59,1,2,58,0.0,0,0,0,0.1744089083610061,0.335010677946304,-0.335010677946304,-0.05433891550897524,-0.018588484702056707,6.165207930130391,-0.7399474961268024,-0.0003797174015038507,0.9008344282336296,-0.0025405958839872737,0.323015625875387
60,1,2,59,0.0,1,0,0,0.1675163462947657,0.323015625875387,-0.323015625875387,-0.05245926190290734,-0.019170732386485423,6.157457176274011,-0.7924067580297097,-0.0003916639192862799,0.8998279985352429,-0.002932259803273554,0.3116521266318908
61,1,2,60,0.0,0,1,0,0.18534083016529643,0.3116521266318908,0.6883478733681092,0.11199572562605686,0.03949751931427481,6.146198705550547,-0.6804110324036529,0.00080656423195946,0.89782667911072,-0.0021256955713140936,0.33616957108185397
62,1,2,61,0.0,1,0,0,0.17701036546764637,0.33616957108185397,-0.33616957108185397,-0.05471323837735148,-0.018595424328118892,6.144209688625716,-0.7351242707810044,-0.0003801997528230961,0.8968196121215193,-0.00250589532413719,0.32407125094727074
63,1,2,62,0.261148327372654,0,1,0,0.3080729290721748,0.32407125094727074,0.6759287490527293,0.11011598301301989,0.036089050536259104,6.1383355892836935,-0.621812964998748,0.0007381983056767012,0.8948882594105263,-0.0017676970184604887,0.3493692332445756
64,1,2,63,0.53526263459471,1,0,0,0.4264815810606747,0.3493692332445756,-0.3493692332445756,-0.056775214325448964,-0.017918635455457577,6.1407658385948425,-0.6817835020934334,-0.00036723611249728336,0.8938812786790387,-0.002134933130957772,0.3358633601162677
65,1,2,64,0.0,1,1,0,0.20343496480259865,0.3358633601162677,0.6641366398837323,0.10818199760864528,0.03290272261868832,6.1390689773223475,-0.5659815561047734,0.0006751062793427095,0.892016825670526,-0.0014598268516150625,0.3621645759073159
66,1,2,65,0.0,0,1,0,0.21957890653203316,0.3621645759073159,0.6378354240926841,0.1040869753369113,0.02638339857604588,6.144802302534465,-0.45118629851821823,0.0005458276158973028,0.8902684910104092,-0.0009134667470377376,0.38907875000289593
67,1,2,66,0.0,1,0,0,0.2095466632058467,0.38907875000289593,-0.38907875000289593,-0.06249487402523907,-0.015262451607171101,6.156204245632717,-0.5192685570808679,-0.0003161397025419793,0.8892409197243798,-0.001229897099026555,0.3730232854143455
68,1,2,67,0.0,1,1,0,0.2252480626270585,0.3730232854143455,0.6269767145856545,0.10221091716627065,0.023885156985656963,6.163253041091641,-0.4141196795644059,0.0004985265879193111,0.8875488880100236,-0.0007305814323843115,0.3979247118785134
69,1,2,68,0.261148327372654,0,1,0,0.3529663530004291,0.3979247118785134,0.6020752881214866,0.09810349226760554,0.01737600385506055,6.175372772573539,-0.3316949937392397,0.0003591704809085413,0.8859623242691335,-0.00034714181937932896,0.41782826234423276
70,1,2,69,0.0,0,0,0,0.228940325636015,0.41782826234423276,-0.41782826234423276,-0.06748985916699088,-0.011631956782208241,6.190979368555832,-0.38781059098323556,-0.00023916148178089697,0.884908649876454,-0.000601494707604019,0.40424446726905006
71,1,2,70,0.0,0,0,0,0.21876032947958046,0.40424446726905006,-0.40424446726905006,-0.06473263938738277,-0.013758197856060361,6.202562811490406,-0.44973951517881905,-0.0002878205795075277,0.883889646547855,-0.0008893152871115467,0.3894227004414577
72,1,2,71,0.389512521022619,1,0,0,0.38103964168053417,0.3894227004414577,-0.3894227004414577,-0.062166113295667486,-0.015082781677759949,6.210086678042694,-0.5244665040184162,-0.00031637522244306286,0.8829001994193071,-0.0012056905095546096,0.3718084101933282
73,1,2,72,0.0,1,1,0,0.22470643455454042,0.3718084101933282,0.6281915898066719,0.10116046060679032,0.02362304139629101,6.213586830067705,-0.4120705550331722,0.0004964972969854574,0.8812528670150448,-0.0007091932125691522,0.3984157449758531
74,1,2,73,0.53526263459471,1,1,0,0.47511498081579656,0.3984157449758531,0.6015842550241469,0.09717643610398433,0.01755089092349127,6.222298563338526,-0.3277467088785062,0.0003741964950755899,0.8797087931489831,-0.0003280205199184092,0.41878898442003026
